"tijd","vlaanderen_zon_kwh","vlaanderen_wind_kwh","elia_zon_kwh","elia_wind_kwh"
"2026-01-20 14:00:00+00","2844326","132320","1081523.75","68300"
"2026-01-20 13:00:00+00","3210586","85810","1959258.5","82950"
"2026-01-20 12:00:00+00","3138653","102956","2535095.25","49150"
"2026-01-20 11:00:00+00","2718931","147833","2642603.25","52900"
"2026-01-20 10:00:00+00","1768283","157249","2331212.5","75275"
"2026-01-20 09:00:00+00","528906","198565","1547265","175950"
"2026-01-20 08:00:00+00","19472","196874","627043.25","38475"
"2026-01-20 07:00:00+00","0","235380","21173.25","173350"
"2026-01-20 06:00:00+00","0","228187","0","89700"
"2026-01-20 05:00:00+00","0","275384","0","120500"
"2026-01-20 04:00:00+00","0","307107","0","42050"
"2026-01-20 03:00:00+00","0","327125","0","87625"
"2026-01-20 02:00:00+00","0","343062","0","96775"
"2026-01-20 01:00:00+00","0","322575","0","215150"
"2026-01-20 00:00:00+00","0","314898","0","215725"
"2026-01-19 23:00:00+00","0","280963","0","194650"
"2026-01-19 22:00:00+00","0","308747","0","131275"
"2026-01-19 21:00:00+00","0","335470","0","184850"
"2026-01-19 20:00:00+00","0","333941","0","149300"
"2026-01-19 19:00:00+00","0","342954","0","162875"
"2026-01-19 18:00:00+00","0","338500","0","99175"
"2026-01-19 17:00:00+00","12084","229319","0","184300"
"2026-01-19 16:00:00+00","398816","129627","1721.5","139700"
"2026-01-19 15:00:00+00","1267438","77671","238824.25","43750"
"2026-01-19 14:00:00+00","2222049","55706","821522.25","24650"
"2026-01-19 13:00:00+00","2679437","53269","1335224.75","40850"
"2026-01-19 12:00:00+00","2723035","68559","1634640","30075"
"2026-01-19 11:00:00+00","2529330","107432","1735495.25","39125"
"2026-01-19 10:00:00+00","1644450","188302","1448140.75","35850"
"2026-01-19 09:00:00+00","444134","228752","856042.25","52325"
"2026-01-19 08:00:00+00","14319","245619","289948.75","114100"
"2026-01-19 07:00:00+00","0","218842","7899.5","84325"
"2026-01-19 06:00:00+00","0","192061","0","104900"
"2026-01-19 05:00:00+00","0","164433","0","49150"
"2026-01-19 04:00:00+00","0","187577","0","75500"
"2026-01-19 03:00:00+00","0","209962","0","108150"
"2026-01-19 02:00:00+00","0","231521","0","88350"
"2026-01-19 01:00:00+00","0","265915","0","60525"
"2026-01-19 00:00:00+00","0","267537","0","71125"
"2026-01-18 23:00:00+00","0","273992","0","162225"
"2026-01-18 22:00:00+00","0","259380","0","22975"
"2026-01-18 21:00:00+00","0","226482","0","54600"
"2026-01-18 20:00:00+00","0","232841","0","56375"
"2026-01-18 19:00:00+00","0","325994","0","34825"
"2026-01-18 18:00:00+00","0","370173","0","141025"
"2026-01-18 17:00:00+00","14960","286259","0","238875"
"2026-01-18 16:00:00+00","497564","188395","1258","69725"
"2026-01-18 15:00:00+00","1644009","112915","305785.25","40400"
"2026-01-18 14:00:00+00","2663941","97980","1178620","41000"
"2026-01-18 13:00:00+00","2987228","141988","2046151.75","19100"
"2026-01-18 12:00:00+00","2925681","187267","2510030","17550"
"2026-01-18 11:00:00+00","2482140","266820","2467757.75","70875"
"2026-01-18 10:00:00+00","1482044","342737","1986520.75","57275"
"2026-01-18 09:00:00+00","406139","380461","1263426.25","93175"
"2026-01-18 08:00:00+00","12401","428276","473396.5","230850"
"2026-01-18 07:00:00+00","0","394196","11869","122725"
"2026-01-18 06:00:00+00","0","349131","0","195900"
"2026-01-18 05:00:00+00","0","309692","0","140025"
"2026-01-18 04:00:00+00","0","294909","0","35925"
"2026-01-18 03:00:00+00","0","286836","0","83075"
"2026-01-18 02:00:00+00","0","302444","0","162925"
"2026-01-18 01:00:00+00","0","284796","0","96225"
"2026-01-18 00:00:00+00","0","272509","0","36700"
"2026-01-17 23:00:00+00","0","284594","0","48350"
"2026-01-17 22:00:00+00","0","328639","0","82975"
"2026-01-17 21:00:00+00","0","284902","0","90200"
"2026-01-17 20:00:00+00","0","270477","0","25900"
"2026-01-17 19:00:00+00","0","347267","0","141725"
"2026-01-17 18:00:00+00","0","294405","0","104875"
"2026-01-17 17:00:00+00","7611","169465","0","123600"
"2026-01-17 16:00:00+00","401280","61705","643.5","33350"
"2026-01-17 15:00:00+00","1424896","64348","232678.75","40775"
"2026-01-17 14:00:00+00","2374845","67679","911573","16725"
"2026-01-17 13:00:00+00","2718602","63209","1565651.25","21975"
"2026-01-17 12:00:00+00","2717256","76238","2011921.25","18925"
"2026-01-17 11:00:00+00","2418009","100803","2213826.5","49950"
"2026-01-17 10:00:00+00","1506105","153318","1769091.25","84700"
"2026-01-17 09:00:00+00","392522","228855","1222159.5","67000"
"2026-01-17 08:00:00+00","12764","291680","492531","136450"
"2026-01-17 07:00:00+00","0","347503","11519","32125"
"2026-01-17 06:00:00+00","0","408158","0","105425"
"2026-01-17 05:00:00+00","0","465220","0","115300"
"2026-01-17 04:00:00+00","0","426081","0","200350"
"2026-01-17 03:00:00+00","0","340944","0","187550"
"2026-01-17 02:00:00+00","0","236081","0","206625"
"2026-01-17 01:00:00+00","0","317905","0","164300"
"2026-01-17 00:00:00+00","0","271438","0","208700"
"2026-01-16 23:00:00+00","0","317973","0","95050"
"2026-01-16 22:00:00+00","0","365475","0","85200"
"2026-01-16 21:00:00+00","0","406337","0","87625"
"2026-01-16 20:00:00+00","0","383343","0","158925"
"2026-01-16 19:00:00+00","0","317298","0","184275"
"2026-01-16 18:00:00+00","0","286734","0","111150"
"2026-01-16 17:00:00+00","6580","211410","0","81925"
"2026-01-16 16:00:00+00","364692","201636","488.75","68050"
"2026-01-16 15:00:00+00","1050733","225513","144224.5","50750"
"2026-01-16 14:00:00+00","1636594","265917","598738.25","91725"
"2026-01-16 13:00:00+00","1949467","286391","984597.75","40425"
"2026-01-16 12:00:00+00","2075981","303080","1214874.75","92375"
"2026-01-16 11:00:00+00","2010519","274096","1492582.75","213400"
"2026-01-16 10:00:00+00","1420856","325009","1344560.75","215325"
"2026-01-16 09:00:00+00","381966","366261","969194.5","169925"
"2026-01-16 08:00:00+00","13006","410756","377952.25","265150"
"2026-01-16 07:00:00+00","0","591836","6984.25","230825"
"2026-01-16 06:00:00+00","0","867435","0","185150"
"2026-01-16 05:00:00+00","0","1097600","0","375875"
"2026-01-16 04:00:00+00","0","1476040","0","540200"
"2026-01-16 03:00:00+00","0","1696704","0","1026600"
"2026-01-16 02:00:00+00","0","1734950","0","826000"
"2026-01-16 01:00:00+00","0","1737400","0","527875"
"2026-01-16 00:00:00+00","0","1731123","0","1224750"
"2026-01-15 23:00:00+00","0","1666058","0","178225"
"2026-01-15 22:00:00+00","0","1629107","0","511000"
"2026-01-15 21:00:00+00","0","1575417","0","808800"
"2026-01-15 20:00:00+00","0","1520390","0","745025"
"2026-01-15 19:00:00+00","0","1452509","0","423250"
"2026-01-15 18:00:00+00","0","1297187","0","418700"
"2026-01-15 17:00:00+00","413","1040534","0","373625"
"2026-01-15 16:00:00+00","103638","827260","138.25","507450"
"2026-01-15 15:00:00+00","266138","739119","65807.75","459150"
"2026-01-15 14:00:00+00","489426","724019","272822.25","120350"
"2026-01-15 13:00:00+00","634786","782607","444528.75","114150"
"2026-01-15 12:00:00+00","522018","1022589","576050.25","275250"
"2026-01-15 11:00:00+00","337152","1069902","488550.25","485000"
"2026-01-15 10:00:00+00","198956","866302","397878","481000"
"2026-01-15 09:00:00+00","62699","794267","212581","409625"
"2026-01-15 08:00:00+00","1360","877239","69469.5","557525"
"2026-01-15 07:00:00+00","0","1028379","2043.75","259525"
"2026-01-15 06:00:00+00","0","1019854","0","633325"
"2026-01-15 05:00:00+00","0","1057318","0","481400"
"2026-01-15 04:00:00+00","0","1107513","0","503250"
"2026-01-15 03:00:00+00","0","1134397","0","324400"
"2026-01-15 02:00:00+00","0","1087921","0","923675"
"2026-01-15 01:00:00+00","0","1016621","0","123050"
"2026-01-15 00:00:00+00","0","969450","0","466750"
"2026-01-14 23:00:00+00","0","865923","0","449500"
"2026-01-14 22:00:00+00","0","744490","0","97500"
"2026-01-14 21:00:00+00","0","639117","0","346850"
"2026-01-14 20:00:00+00","0","515091","0","273725"
"2026-01-14 19:00:00+00","0","395151","0","247150"
"2026-01-14 18:00:00+00","0","267550","0","160575"
"2026-01-14 17:00:00+00","17","149349","0","138275"
"2026-01-14 16:00:00+00","22987","52657","61","70325"
"2026-01-14 15:00:00+00","153596","51123","38001","27150"
"2026-01-14 14:00:00+00","495128","48494","173490","9400"
"2026-01-14 13:00:00+00","811396","32955","364563.25","3025"
"2026-01-14 12:00:00+00","788693","23014","560393.5","2700"
"2026-01-14 11:00:00+00","654139","26449","571040.75","2775"
"2026-01-14 10:00:00+00","416977","37810","450804.25","8050"
"2026-01-14 09:00:00+00","105279","74796","345549.5","28900"
"2026-01-14 08:00:00+00","358","129809","110992","59450"
"2026-01-14 07:00:00+00","0","188297","2243","10800"
"2026-01-14 06:00:00+00","0","302302","0","114300"
"2026-01-14 05:00:00+00","0","487558","0","206950"
"2026-01-14 04:00:00+00","0","636619","0","263625"
"2026-01-14 03:00:00+00","0","723771","0","355175"
"2026-01-14 02:00:00+00","0","746886","0","384575"
"2026-01-14 01:00:00+00","0","812590","0","225100"
"2026-01-14 00:00:00+00","0","827585","0","225375"
"2026-01-13 23:00:00+00","0","828741","0","237125"
"2026-01-13 22:00:00+00","0","895140","0","422100"
"2026-01-13 21:00:00+00","0","943892","0","439775"
"2026-01-13 20:00:00+00","0","964677","0","276125"
"2026-01-13 19:00:00+00","0","976374","0","624575"
"2026-01-13 18:00:00+00","0","990739","0","464600"
"2026-01-13 17:00:00+00","1301","851078","0","452775"
"2026-01-13 16:00:00+00","195244","753532","23.25","427325"
"2026-01-13 15:00:00+00","698819","713306","72716.25","245350"
"2026-01-13 14:00:00+00","796041","581469","334709.75","401675"
"2026-01-13 13:00:00+00","646507","512835","533767.75","479775"
"2026-01-13 12:00:00+00","554145","664472","570962","303700"
"2026-01-13 11:00:00+00","451862","831578","603840","355275"
"2026-01-13 10:00:00+00","283760","847401","311520.5","251025"
"2026-01-13 09:00:00+00","101249","730144","206761","408875"
"2026-01-13 08:00:00+00","1585","598260","75264.25","214450"
"2026-01-13 07:00:00+00","0","502520","2008","448225"
"2026-01-13 06:00:00+00","0","516674","0","263425"
"2026-01-13 05:00:00+00","0","588158","0","272800"
"2026-01-13 04:00:00+00","0","629628","0","297300"
"2026-01-13 03:00:00+00","0","679410","0","315550"
"2026-01-13 02:00:00+00","0","825235","0","638200"
"2026-01-13 01:00:00+00","0","916830","0","427350"
"2026-01-13 00:00:00+00","0","854156","0","444625"
"2026-01-12 23:00:00+00","0","825786","0","450125"
"2026-01-12 22:00:00+00","0","823233","0","613400"
"2026-01-12 21:00:00+00","0","965392","0","453325"
"2026-01-12 20:00:00+00","0","1097306","0","295775"
"2026-01-12 19:00:00+00","0","1135473","0","778950"
"2026-01-12 18:00:00+00","0","1127887","0","334850"
"2026-01-12 17:00:00+00","0","970733","0","584350"
"2026-01-12 16:00:00+00","1126","794391","1.25","516325"
"2026-01-12 15:00:00+00","56867","781800","15991.75","628050"
"2026-01-12 14:00:00+00","135967","908392","78087.25","838850"
"2026-01-12 13:00:00+00","159520","952796","159826.5","719175"
"2026-01-12 12:00:00+00","178557","1010496","260697.25","720150"
"2026-01-12 11:00:00+00","194594","1042472","325468.25","532575"
"2026-01-12 10:00:00+00","155825","1070785","363476.25","119275"
"2026-01-12 09:00:00+00","39628","1114251","220456","816900"
"2026-01-12 08:00:00+00","0","1143371","70732.5","369900"
"2026-01-12 07:00:00+00","0","1058725","1445.25","664550"
"2026-01-12 06:00:00+00","0","1071003","0","659675"
"2026-01-12 05:00:00+00","0","1156846","0","440250"
"2026-01-12 04:00:00+00","0","1217194","0","771500"
"2026-01-12 03:00:00+00","0","1245148","0","168275"
"2026-01-12 02:00:00+00","0","1265218","0","1146700"
"2026-01-12 01:00:00+00","0","1349953","0","837275"
"2026-01-12 00:00:00+00","0","1468722","0","509100"
"2026-01-11 23:00:00+00","0","1491052","0","835750"
"2026-01-11 22:00:00+00","0","1447795","0","498075"
"2026-01-11 21:00:00+00","0","1406393","0","477325"
"2026-01-11 20:00:00+00","0","1343126","0","747050"
"2026-01-11 19:00:00+00","0","1306029","0","437200"
"2026-01-11 18:00:00+00","0","1234562","0","909150"
"2026-01-11 17:00:00+00","1019","1058939","0","794225"
"2026-01-11 16:00:00+00","227656","810304","0","862600"
"2026-01-11 15:00:00+00","900670","724314","56324.75","405700"
"2026-01-11 14:00:00+00","1462168","627805","305563.75","340575"
"2026-01-11 13:00:00+00","1642343","594150","594597.25","413400"
"2026-01-11 12:00:00+00","1654718","490516","891688","169450"
"2026-01-11 11:00:00+00","1487267","390235","808449.5","146300"
"2026-01-11 10:00:00+00","873901","332321","639106.75","54500"
"2026-01-11 09:00:00+00","224466","226667","295399","173800"
"2026-01-11 08:00:00+00","1652","187887","94885.75","181525"
"2026-01-11 07:00:00+00","0","177752","1816.75","116175"
"2026-01-11 06:00:00+00","0","133926","0","29950"
"2026-01-11 05:00:00+00","0","96446","0","86450"
"2026-01-11 04:00:00+00","0","77043","0","79100"
"2026-01-11 03:00:00+00","0","67118","0","36550"
"2026-01-11 02:00:00+00","0","59643","0","37600"
"2026-01-11 01:00:00+00","0","71531","0","21325"
"2026-01-11 00:00:00+00","0","64305","0","18200"
"2026-01-10 23:00:00+00","0","61278","0","20275"
"2026-01-10 22:00:00+00","0","77937","0","7150"
"2026-01-10 21:00:00+00","0","98956","0","15525"
"2026-01-10 20:00:00+00","0","60729","0","15525"
"2026-01-10 19:00:00+00","0","92459","0","25475"
"2026-01-10 18:00:00+00","0","99000","0","62000"
"2026-01-10 17:00:00+00","0","130402","0","99850"
"2026-01-10 16:00:00+00","46617","134201","0","89850"
"2026-01-10 15:00:00+00","203497","163261","16432.75","107250"
"2026-01-10 14:00:00+00","352516","181902","64344.75","44425"
"2026-01-10 13:00:00+00","418757","185681","119318.75","132325"
"2026-01-10 12:00:00+00","426308","174897","124738.25","146625"
"2026-01-10 11:00:00+00","366346","195205","119790","245900"
"2026-01-10 10:00:00+00","206150","197527","125157.25","107350"
"2026-01-10 09:00:00+00","40318","176390","118964.25","230075"
"2026-01-10 08:00:00+00","0","163492","38173.25","246325"
"2026-01-10 07:00:00+00","0","214538","847","189400"
"2026-01-10 06:00:00+00","0","232586","0","224825"
"2026-01-10 05:00:00+00","0","266488","0","157250"
"2026-01-10 04:00:00+00","0","314213","0","323250"
"2026-01-10 03:00:00+00","0","347921","0","258625"
"2026-01-10 02:00:00+00","0","451866","0","186200"
"2026-01-10 01:00:00+00","0","523698","0","409250"
"2026-01-10 00:00:00+00","0","588231","0","344275"
"2026-01-09 23:00:00+00","0","700329","0","231225"
"2026-01-09 22:00:00+00","0","792789","0","254525"
"2026-01-09 21:00:00+00","0","831061","0","442425"
"2026-01-09 20:00:00+00","0","819102","0","112850"
"2026-01-09 19:00:00+00","0","831475","0","285150"
"2026-01-09 18:00:00+00","0","904853","0","110475"
"2026-01-09 17:00:00+00","0","1011229","0","496075"
"2026-01-09 16:00:00+00","3669","984008","0","315175"
"2026-01-09 15:00:00+00","55763","1094204","15081.25","316775"
"2026-01-09 14:00:00+00","130156","1141944","72700.75","327775"
"2026-01-09 13:00:00+00","162888","1250914","145183","800125"
"2026-01-09 12:00:00+00","140233","1315748","187001.75","967875"
"2026-01-09 11:00:00+00","88644","1383442","193711.75","1027075"
"2026-01-09 10:00:00+00","35920","1416806","132184.75","759475"
"2026-01-09 09:00:00+00","3066","1522616","83192.75","459575"
"2026-01-09 08:00:00+00","0","1511348","35762.5","767050"
"2026-01-09 07:00:00+00","0","1616278","762.25","778550"
"2026-01-09 06:00:00+00","0","1705452","0","810425"
"2026-01-09 05:00:00+00","0","1738632","0","870700"
"2026-01-09 04:00:00+00","0","1693644","0","893025"
"2026-01-09 03:00:00+00","0","1669389","0","535625"
"2026-01-09 02:00:00+00","0","1461575","0","869600"
"2026-01-09 01:00:00+00","0","1283969","0","823125"
"2026-01-09 00:00:00+00","0","1231976","0","1033850"
"2026-01-08 23:00:00+00","0","1164636","0","141600"
"2026-01-08 22:00:00+00","0","1203265","0","379450"
"2026-01-08 21:00:00+00","0","1157523","0","372425"
"2026-01-08 20:00:00+00","0","911163","0","333000"
"2026-01-08 19:00:00+00","0","636973","0","454750"
"2026-01-08 18:00:00+00","0","470052","0","362000"
"2026-01-08 17:00:00+00","0","348241","0","154800"
"2026-01-08 16:00:00+00","14842","228371","0","312625"
"2026-01-08 15:00:00+00","132182","115442","24310.25","31875"
"2026-01-08 14:00:00+00","269079","67404","137684.25","94775"
"2026-01-08 13:00:00+00","371754","100416","248954.75","20750"
"2026-01-08 12:00:00+00","444755","140198","389330.75","82700"
"2026-01-08 11:00:00+00","469699","199310","469606.25","94225"
"2026-01-08 10:00:00+00","389710","290055","312378.25","67725"
"2026-01-08 09:00:00+00","144783","351379","169544","133925"
"2026-01-08 08:00:00+00","2977","389871","50244.75","169450"
"2026-01-08 07:00:00+00","0","472720","990","197275"
"2026-01-08 06:00:00+00","0","498142","0","301325"
"2026-01-08 05:00:00+00","0","558487","0","153775"
"2026-01-08 04:00:00+00","0","666961","0","167375"
"2026-01-08 03:00:00+00","0","732608","0","206975"
"2026-01-08 02:00:00+00","0","797114","0","371550"
"2026-01-08 01:00:00+00","0","848612","0","564450"
"2026-01-08 00:00:00+00","0","907460","0","263575"
"2026-01-07 23:00:00+00","0","982179","0","284775"
"2026-01-07 22:00:00+00","0","1009996","0","891775"
"2026-01-07 21:00:00+00","0","1088925","0","526025"
"2026-01-07 20:00:00+00","0","1096067","0","769725"
"2026-01-07 19:00:00+00","0","1053188","0","353000"
"2026-01-07 18:00:00+00","0","1084205","0","356350"
"2026-01-07 17:00:00+00","184","1056561","0","360825"
"2026-01-07 16:00:00+00","78155","1083654","0","597250"
"2026-01-07 15:00:00+00","324168","1136909","7635.75","1108300"
"2026-01-07 14:00:00+00","569588","1190416","44160.75","657600"
"2026-01-07 13:00:00+00","646241","1260430","80277.25","424700"
"2026-01-07 12:00:00+00","578907","1292526","92346.75","1051050"
"2026-01-07 11:00:00+00","421978","1349869","84354.25","1466525"
"2026-01-07 10:00:00+00","200226","1375603","59905.5","514200"
"2026-01-07 09:00:00+00","33625","1415500","34623.5","885375"
"2026-01-07 08:00:00+00","8","1409963","12291","891525"
"2026-01-07 07:00:00+00","0","1378671","263.25","520525"
"2026-01-07 06:00:00+00","0","1396251","0","1512700"
"2026-01-07 05:00:00+00","0","1466602","0","162975"
"2026-01-07 04:00:00+00","0","1411119","0","772775"
"2026-01-07 03:00:00+00","0","1359969","0","442800"
"2026-01-07 02:00:00+00","0","1340654","0","423300"
